編號,土地位置,土地移轉面積(平方公尺),使用分區或編定,權利人持分分母,權利人持分分子,移轉情形,地號
TPPOMLRKOHOFFDA58CA,玉成段三小段,0.45,都市：其他:策略型工業區但是否在道路用地應依建築線或地籍測量分割後再確定,10000,1,持分移轉,5030000
TPPOMLRKOHOFFDA58CA,玉成段三小段,0,都市：其他:道路用地(公共設施用地),10000,1,持分移轉,5030001
RPQSMLNKOHOFFCA48DA,長春段三小段,44.25,都市：住,4,1,持分移轉,2640000
RPVOMLMJPHOFFEA58CA,立農段二小段,35.5,都市：住,4,1,持分移轉,3310000
RPOOMLNKOHOFFCA87DA,東湖段八小段,47.83,都市：住,100000,855,持分移轉,200000
RPWOMLMJPHOFFEA68CA,立農段二小段,35.5,都市：住,4,1,持分移轉,3310000
RPRSMLNKOHOFFCA58DA,德惠段二小段,15.73,都市：住,10000,194,持分移轉,3330000
RPVSMLOKOHOFFCA09DA,碧湖段一小段,30.22,都市：住,360,39,持分移轉,6120002
RPWQMLTKOHOFFCA76CA,碧湖段三小段,9.76,都市：住,10000,11,持分移轉,1230000
RPWQMLTKOHOFFCA76CA,碧湖段三小段,0,都市：其他:道路護坡用地(公共設施用地),10000,11,持分移轉,1230001
RPOQMLNKOHOFFBA97DA,圓環段三小段,7.73,都市：商,10000,72,持分移轉,720000
RPQNMLPKOHOFFCA18DA,碧湖段四小段,15.48,都市：其他:交通用地,100000,351,持分移轉,4610000
RPQQMLSKOHOFFCA78DA,長春段一小段,26.43,都市：住,90152,88,持分移轉,20000
RPTPMLNKOHOFFDA58DA,敦化段一小段,0.22,都市：住,80000,88,持分移轉,6540000
RPTPMLNKOHOFFDA58DA,敦化段一小段,64.96,都市：住,60000,2244,持分移轉,6550000
RPPTMLOKOHOFFCA58DA,石潭段四小段,15.66,都市：商,10000,126,持分移轉,3120000
RPVPMLNKOHOFFDA78DA,敦化段一小段,0.08,都市：住,10000,4,持分移轉,6540000
RPVPMLNKOHOFFDA78DA,敦化段一小段,0.69,都市：住,10000,4,持分移轉,6550000
RPOPMLRKOHOFFFA68DA,仁愛段四小段,5.49,都市：商,10000,56,持分移轉,4450000
RPOPMLRKOHOFFFA68DA,仁愛段四小段,1.13,都市：住,10000,56,持分移轉,4460002
RPOQMLMKOHOFFEA18DA,百齡段五小段,22,都市：住,5,1,持分移轉,4260000
RPOQMLMKOHOFFEA18DA,百齡段五小段,0.2,都市：其他:道路用地,5,1,持分移轉,4260001
RPRNMLQKOHOFFEA58DA,新民段一小段,0.07,都市：其他:特定休閒旅館住宅專用區,10000,42,持分移轉,3850000
RPRNMLQKOHOFFEA58DA,新民段一小段,0.03,都市：其他:道路用地(公共設施用地),10000,42,持分移轉,3850001
RPRNMLQKOHOFFEA58DA,新民段一小段,0.67,都市：其他:特定休閒旅館住宅專用區,10000,42,持分移轉,3860000
RPRNMLQKOHOFFEA58DA,新民段一小段,0,都市：其他:道路用地(公共設施用地),10000,42,持分移轉,3860001
RPRNMLQKOHOFFEA58DA,新民段一小段,0.02,都市：其他:道路用地(公共設施用地),10000,42,持分移轉,3860002
RPRNMLQKOHOFFEA58DA,新民段一小段,4.86,都市：其他:特定休閒旅館住宅專用區,10000,42,持分移轉,3870000
RPRNMLQKOHOFFEA58DA,新民段一小段,0.06,都市：其他:特定休閒旅館住宅專用區,10000,42,持分移轉,3870001
RPRNMLQKOHOFFEA58DA,新民段一小段,0.07,都市：其他:道路用地(公共設施用地),10000,42,持分移轉,3870002
RPQNMLTKOHOFFEA78DA,芝山段三小段,32.6,都市：住,10000,267,持分移轉,370000
RPRNMLTKOHOFFEA88DA,海光段三小段,26,都市：住,4,1,持分移轉,4260000
RPVOMLSLOHOFFAA98DA,景美段五小段,13.21,都市：商,10000,190,持分移轉,4990000
RPPOMLOJPHOFFDA08CA,永吉段二小段,5.5,都市：其他:道路用地,4,1,持分移轉,6790000
RPPOMLOJPHOFFDA08CA,永吉段二小段,33.25,都市：住,4,1,持分移轉,6800000
RPUOMLSJPHOFFEA56DA,立農段四小段,55.99,都市：住,10400000,532703,持分移轉,680000
RPUOMLTKOHOFFFA76DA,學府段一小段,14.61,都市：商,10000,194,持分移轉,560000
RPUOMLTKOHOFFFA76DA,學府段一小段,8.57,都市：商,10000,194,持分移轉,560001
RPQOMLSLOHOFFBA58DA,華中段三小段,15,都市：住,1,1,全筆移轉,5740033
RPPOMLSKOHOFFFA78DA,龍泉段二小段,18.2,都市：住,10,1,持分移轉,5100000
RPOOMLSKOHOFFFA68DA,懷生段二小段,12.25,都市：商,100000,1738,持分移轉,2280000
RPOOMLSKOHOFFFA68DA,懷生段二小段,0.35,都市：其他:道路用地(公共設施用地),100000,1738,持分移轉,2280003
RPPNMLQKOHOFFFA38CA,懷生段一小段,37.25,都市：住,4,1,持分移轉,4760000
RPPNMLQKOHOFFFA38CA,懷生段一小段,1.25,都市：其他:道路用地(公共設施用地),4,1,持分移轉,4760001
RPRPMLOKOHOFFCA38DA,北安段三小段,44.26,都市：住,10000,74,持分移轉,6700000
RPRPMLNKOHOFFDA38DA,逸仙段三小段,10.1,都市：商,1000000,20240,持分移轉,7070000
RPQNMLSKOHOFFCA48DA,中山段一小段,3.25,都市：商,70000,261,持分移轉,7270000
RPOQMLOKOHOFFCA18DA,石潭段一小段,1.06,都市：住,10000,3,持分移轉,2550000
RPOQMLOKOHOFFCA18DA,石潭段一小段,0.44,都市：住,10000,3,持分移轉,2550001
RPXOMLOKOHOFFCA88DA,石潭段一小段,30.27,都市：住,10000,86,持分移轉,2550000
RPXOMLOKOHOFFCA88DA,石潭段一小段,12.48,都市：住,10000,86,持分移轉,2550001
RPVQMLNKOHOFFCA78DA,吉林段五小段,2.14,都市：商,3756,14,持分移轉,3130000
RPPNMLNJPHOFFEA08DA,天山段二小段,59.5,都市：住,4,1,持分移轉,4210000
RPUPMLOKOHOFFBA58DA,公園段二小段,2.53,都市：商,10000,5,持分移轉,1380000
RPUPMLOKOHOFFAA48DA,萬慶段一小段,36,都市：住,4,1,持分移轉,1470000
RPWNMLOKOHOFFAA48DA,南海段二小段,3.91,都市：商,10000,36,持分移轉,1660000
RPSNMLPLOHOFFAA28DA,華興段四小段,44.78,都市：住,10000,251,持分移轉,10030000
RPSNMLPLOHOFFAA28DA,華興段四小段,7.38,都市：住,10000,251,持分移轉,10080001
RPTNMLRKOHOFFDA78DA,吳興段二小段,3.15,都市：住,10000,23,持分移轉,7770002
RPWNMLRKOHOFFFA56CA,懷生段一小段,0.03,都市：其他:道路用地,1000000,1200,持分移轉,1200001
RPWNMLRKOHOFFFA56CA,懷生段一小段,0.01,都市：其他:道路用地,1000000,1200,持分移轉,1200002
RPWNMLRKOHOFFFA56CA,懷生段一小段,4.39,都市：其他:市場用地,791000,941,持分移轉,1170000
RPWNMLRKOHOFFFA56CA,懷生段一小段,0.14,都市：其他:道路用地,791000,941,持分移轉,1170001
RPWNMLRKOHOFFFA56CA,懷生段一小段,0.01,都市：其他:道路用地,791000,941,持分移轉,1170002
RPWNMLRKOHOFFFA56CA,懷生段一小段,0.06,都市：其他:市場用地,1000000,1200,持分移轉,1180000
RPWNMLRKOHOFFFA56CA,懷生段一小段,0.06,都市：其他:道路用地,1000000,1200,持分移轉,1180001
RPWNMLRKOHOFFFA56CA,懷生段一小段,0.12,都市：其他:市場用地,1000000,1200,持分移轉,1190000
RPWNMLRKOHOFFFA56CA,懷生段一小段,0.01,都市：其他:道路用地,1000000,1200,持分移轉,1190001
RPWNMLRKOHOFFFA56CA,懷生段一小段,0.38,都市：其他:市場用地,1000000,1200,持分移轉,1200000
RPUNMLRKOHOFFDA88DA,吳興段三小段,8,都市：住,3,1,持分移轉,6380000
RPRNMLLLOHOFFFA18CA,懷生段二小段,25.57,都市：住,33030,297,持分移轉,510000
RPVNMLLLOHOFFFA58CA,大安段一小段,9.75,都市：商,90000,15667,持分移轉,6510000
RPVNMLLLOHOFFFA58CA,大安段一小段,9.05,都市：商,90000,15667,持分移轉,6510001
RPSOMLNKOHOFFFA48CA,瑞安段一小段,13.29,都市：商,10000,274,持分移轉,1920000
RPSOMLNKOHOFFFA48CA,瑞安段一小段,6,都市：商,10000,297,持分移轉,1920001
RPQOMLNKOHOFFFA28CA,仁愛段五小段,33.86,都市：住,10000,240,持分移轉,80000
RPXOMLNKOHOFFFA98CA,懷生段二小段,1.05,都市：住,100000,868,持分移轉,5770000
RPXOMLNKOHOFFFA98CA,懷生段二小段,3.16,都市：商,100000,868,持分移轉,5780000
RPPNMLMJPHOFFAA57DA,指南段四小段,96.83,都市：其他:保護區,72,42,持分移轉,6740000
RPPNMLMLOHOFFAA67DA,興隆段二小段,35.8,都市：住,10000,224,持分移轉,2970000
RPPNMLRLOHOFFCA38DA,長春段二小段,0.24,都市：住,10000,27,持分移轉,4090001
RPPNMLRLOHOFFCA38DA,長春段二小段,0.3,都市：住,10000,27,持分移轉,4090004
RPPNMLRLOHOFFCA38DA,長春段二小段,1.36,都市：住,10000,27,持分移轉,4260000
RPPNMLRLOHOFFCA38DA,長春段二小段,1.1,都市：住,10000,27,持分移轉,4280000
RPPNMLRLOHOFFCA38DA,長春段二小段,1.6,都市：住,10000,27,持分移轉,4280001
RPROMLPLOHOFFEA68DA,振興段三小段,33.5,都市：住,4,1,持分移轉,8470000
RPOOMLKKPHOFFEA77CA,光華段四小段,62.5,都市：其他:商三(原住三),4,2,持分移轉,2690000
RPUOMLTKOHOFFEA56CA,福林段三小段,1139.31,都市：其他:道路用地(公共設施用地),4388400,1795881,持分移轉,7840000
RPSNMLRKOHOFFEA68CA,文林段三小段,46.75,都市：住,4,1,持分移轉,2920000
RPSOMLRKOHOFFEA78CA,立農段五小段,17.35,都市：住,20000,613,持分移轉,4100000
RPROMLKLOHOFFDA08DA,雅祥段三小段,21.87,都市：商,10000,580,持分移轉,4470000
RPROMLKLOHOFFDA08DA,雅祥段三小段,34.39,都市：商,10000,580,持分移轉,4470002
RPVQMLRKOHOFFDA66DA,祥和段四小段,28.37,都市：住,291500,2837,持分移轉,2060001
RPXNMLPLOHOFFEA09CA,富安段一小段,219.92,都市：其他:遊樂區,33447,450,持分移轉,3360000
RPRPMLMKOHOFFEA28CA,光華段二小段,48.24,都市：住,10000,245,持分移轉,10560000
RPTOMLQLOHOFFFA09DA,懷生段四小段,35.5,都市：住,4,1,持分移轉,5140000
RPVQMLMKOHOFFEA78CA,翠山段一小段,79.75,都市：住,16,1,持分移轉,3900000
RPVQMLMKOHOFFEA78CA,翠山段一小段,9.94,都市：其他:道路用地,16,1,持分移轉,3900001
RPXOMLOKOHOFFEA98CA,蘭雅段一小段,20.4,都市：工,10000,62,持分移轉,6430000
RPOPMLOKOHOFFEA18CA,奇岩段五小段,28.99,都市：商,10000,248,持分移轉,3330000
RPSPMLOKOHOFFEA58CA,溪洲段三小段,47.23,都市：其他:國小用地,20000,461,持分移轉,20000
RPQNMLKKPHOFFFA97CA,瑞安段三小段,12.16,都市：住,30000,440,持分移轉,3660000
RPTOMLOKOHOFFEA58CA,芝山段三小段,33.03,都市：住,10000,68,持分移轉,4890000
RPRQMLNKOHOFFEA48CA,三合段,27.74,都市：住,100000,1913,持分移轉,80000
RPOPMLNKOHOFFEA08CA,溫泉段二小段,1.48,都市：住,480,1,持分移轉,3720000
RPUNMLLKPHOFFEA38CA,溫泉段二小段,40.19,都市：住,20000,152,持分移轉,10000
RPRNMLNKOHOFFEA18CA,奇岩段三小段,71.2,都市：住,10000,236,持分移轉,1640000
RPWNMLNKOHOFFEA68CA,百齡段五小段,39,都市：住,4,1,持分移轉,430000
RPUNMLNKOHOFFEA48CA,芝蘭段一小段,21.95,都市：住,14,1,持分移轉,3900000
RPQOMLNKOHOFFEA18CA,溫泉段二小段,10.37,都市：住,1440,21,持分移轉,3720000
RPROMLNKOHOFFEA28CA,溫泉段二小段,10.37,都市：住,1440,21,持分移轉,3720000
RPSOMLNKOHOFFEA38CA,溫泉段二小段,10.37,都市：住,1440,21,持分移轉,3720000
RPUOMLSJPHOFFFA56CA,瑞安段三小段,24.32,都市：住,30000,880,持分移轉,3660000
RPTOMLNKOHOFFEA48CA,溫泉段二小段,10.37,都市：住,1440,21,持分移轉,3720000
RPWOMLNKOHOFFEA78CA,溫泉段二小段,0.71,都市：住,23040,23,持分移轉,3720000
RPOOMLNKOHOFFDA87CA,新光段二小段,22.2,都市：住,38000,21,持分移轉,4090000
RPQPMLNKOHOFFDA18CA,延吉段一小段,5.05,都市：商,10000,103,持分移轉,200000
RPSOMLNKOHOFFDA28CA,南港段一小段,16.36,都市：商,10000,115,持分移轉,10970000
RPSPMLNKOHOFFDA38CA,美仁段一小段,1.13,都市：住,75000,65,持分移轉,180005
RPSPMLNKOHOFFDA38CA,美仁段一小段,1.64,都市：住,863000,114,持分移轉,20001
RPSPMLNKOHOFFDA38CA,美仁段一小段,26.52,都市：住,100000,299,持分移轉,60000
RPQNMLOKOHOFFDA08CA,祥和段三小段,19.73,都市：住,300000,5211,持分移轉,2210000
RPXPMLNKOHOFFDA88CA,民生段,29.75,都市：住,4,1,持分移轉,330045
RPSPMLMKOHOFFDA28CA,向陽段,21.49,都市：住,100000,1554,持分移轉,150008
RPQPMLOKOHOFFDA28CA,祥和段三小段,6.63,都市：住,300000,1752,持分移轉,2210000
RPSOMLRKOHOFFDA68CA,經貿段,68.08,都市：工,100000,163,持分移轉,610001
RPTNMLPLPHOFFEA78CA,溫泉段二小段,11.06,都市：住,450,7,持分移轉,3720000
RPRNMLSLOHOFFEA78CA,文林段五小段,39.22,都市：住,10000,285,持分移轉,4400000
RPQNMLPLPHOFFEA48CA,豐年段三小段,347.11,都市：農,2000000,351591,持分移轉,1720001
RPSNMLKLOHOFFDA97CA,福德段一小段,2.06,都市：其他:交通用地(公共設施用地),100000,270,持分移轉,140000
RPSNMLKLOHOFFDA97CA,福德段一小段,1.15,都市：住,100000,270,持分移轉,150000
RPSNMLKLOHOFFDA97CA,福德段一小段,0.93,都市：住,100000,270,持分移轉,160000
RPVNMLRKOHOFFDA88CA,寶清段四小段,25.71,都市：住,14,1,持分移轉,5030000
RPSPMLTKOHOFFDA98CA,民生段,4.49,都市：商,8174400,5388,持分移轉,620002
RPVNMLRKOHOFFDA88CA,寶清段四小段,7.33,都市：其他:道路用地,3,1,持分移轉,5100000
RPRPMLTKOHOFFDA88CA,民生段,5.34,都市：商,100000,118,持分移轉,530000
RPQNMLLLOHOFFDA87CA,逸仙段三小段,8.29,都市：商,39212,86,持分移轉,320000
RPQNMLLLOHOFFDA87CA,逸仙段三小段,0.44,都市：住,39212,86,持分移轉,320005
RPQNMLLLOHOFFDA87CA,逸仙段三小段,2.9,都市：住,39212,86,持分移轉,440000
RPRNMLRLOHOFFDA58CA,永春段一小段,12.33,都市：其他:道路用地,3,1,持分移轉,4540000
RPVPMLMKPHOFFDA68CA,寶清段二小段,4.94,都市：商,10000,150,持分移轉,2130000
RPVPMLMKPHOFFDA68CA,寶清段二小段,3.36,都市：商,10000,150,持分移轉,2140000
RPTPMLSLOHOFFEA56CA,芝蘭段一小段,46.25,都市：住,10000,222,持分移轉,3190000
RPUOMLLKPHOFFEA48CA,三合段,38.17,都市：住,100000,1671,持分移轉,630000
RPVSMLRLOHOFFCA76CA,北安段一小段,7.28,都市：住,10000,662,持分移轉,1160000
RPVSMLRLOHOFFCA76CA,北安段一小段,10,都市：住,10000,662,持分移轉,1170000
RPTNMLKLOHOFFCA97CA,長安段二小段,13.62,都市：商,10000,106,持分移轉,150000
RPOQMLKLOHOFFCA77CA,碧湖段四小段,0.27,都市：住,360,8,持分移轉,4420000
RPOQMLKLOHOFFCA77CA,碧湖段四小段,22.42,都市：住,40,1,持分移轉,4510000
RPXOMLNKOHOFFCA68CA,石潭段四小段,16.44,都市：住,10000,495,持分移轉,3750000
RPPPMLNKOHOFFCA97CA,舊宗段,49.24,都市：住,270000,203,持分移轉,1130000
RPVPMLPJPHOFFDA88CA,南港段一小段,20.32,都市：商,100000,986,持分移轉,13210000
RPORMLMKOHOFFCA97CA,吉林段二小段,13.23,都市：其他:第三種住宅區。,100000,4707,持分移轉,3500000
RPVNMLNKOHOFFCA38CA,大湖段二小段,13.42,都市：住,40,1,持分移轉,350000
RPVNMLNKOHOFFCA38CA,大湖段二小段,1.3,都市：住,40,1,持分移轉,350001
RPVNMLNKOHOFFCA38CA,大湖段二小段,0.85,都市：住,40,1,持分移轉,350002
RPVNMLNKOHOFFCA38CA,大湖段二小段,14.85,都市：住,40,1,持分移轉,360000
RPQOMLNKOHOFFCA97CA,石潭段四小段,146.67,都市：住,20000,228,持分移轉,1120000
RPSOMLNKOHOFFCA18CA,石潭段四小段,15.16,都市：住,10000,147,持分移轉,260000
RPRNMLMLOHOFFDA08CA,民生段,12.44,都市：商,681200,1244,持分移轉,620002
RPTNMLNKOHOFFCA18CA,中山段一小段,4.2,都市：商,10000,91,持分移轉,3030000
RPTNMLNKOHOFFCA18CA,中山段一小段,4.49,都市：商,10000,91,持分移轉,3040000
RPPNMLNKOHOFFCA77CA,長安段四小段,17.53,都市：商,10000,483,持分移轉,280000
RPPNMLNKOHOFFCA77CA,長安段四小段,2.17,都市：商,10000,483,持分移轉,300001
RPXRMLNKOHOFFCA98CA,中山段三小段,5.09,都市：商,10000,32,持分移轉,4540000
RPPPMLOKOHOFFCA08CA,康寧段三小段,9.8,都市：商,100000,1538,持分移轉,7790000
RPXOMLMKOHOFFCA58CA,德惠段三小段,3.68,都市：商,10000,25,持分移轉,8860000
RPUQMLMKOHOFFCA48CA,德惠段四小段,3.47,都市：商,10000,52,持分移轉,4200000
RPPPMLNKOHOFFBA87CA,華江段一小段,9,都市：住,1,1,全筆移轉,2200000
RPPPMLNKOHOFFBA87CA,華江段一小段,37,都市：其他:道路用地(公共設施用地),1,1,全筆移轉,2200001
RPWPMLLJPHOFFCA48CA,碧湖段四小段,27.79,都市：住,100000,2027,持分移轉,3190000
RPSOMLNKOHOFFBA08CA,福星段二小段,2.59,都市：商,10000,68,持分移轉,4110000
RPTNMLNKOHOFFBA08CA,萬大段二小段,20,都市：住,5,1,持分移轉,2650000
RPQNMLOKOHOFFBA87CA,圓環段三小段,6.34,都市：商,10000,244,持分移轉,6200000
RPWOMLMKOHOFFBA38CA,青年段一小段,29.28,都市：住,10000,182,持分移轉,8560005
RPUPMLTJPHOFFCA09CA,碧湖段四小段,33.06,都市：住,100000,1099,持分移轉,10250000
RPUPMLTJPHOFFCA09CA,碧湖段四小段,20.06,都市：住,100000,1099,持分移轉,10250002
RPVOMLTJPHOFFBA98CA,青年段一小段,53.48,都市：住,100000,420,持分移轉,860000
RPOOMLSKOHOFFBA18CA,雙連段一小段,24.2,都市：住,10000,85,持分移轉,6810000
RPTPMLPLOHOFFBA58CA,玉泉段二小段,0.17,都市：商,10000,2,持分移轉,1520000
RPVOMLNKOHOFFAA28CA,南海段三小段,3.55,都市：商,20000,133,持分移轉,660000
RPVOMLNKOHOFFAA28CA,南海段三小段,1.28,都市：住,100000,665,持分移轉,720000
RPWNMLSKOHOFFBA88CA,雙連段一小段,25.05,都市：住,10000,88,持分移轉,6810000
RPUPMLKLOHOFFBA18CA,圓環段一小段,0.03,都市：商,100000,5,持分移轉,5390000
RPUPMLKLOHOFFBA18CA,圓環段一小段,0.02,都市：住,100000,5,持分移轉,5400000
RPRPMLKLOHOFFBA87CA,圓環段一小段,9.65,都市：商,100000,1501,持分移轉,5390000
RPRPMLKLOHOFFBA87CA,圓環段一小段,5.27,都市：住,100000,1501,持分移轉,5400000
RPWOMLNKOHOFFAA38CA,興泰段三小段,25.05,都市：住,10000,61,持分移轉,3610000
RPQOMLNKOHOFFAA77CA,實踐段一小段,25.73,都市：住,10000,701,持分移轉,1200000
RPPNMLOKOHOFFAA67CA,南海段二小段,3.96,都市：商,100000,1896,持分移轉,2320000
RPPNMLOKOHOFFAA67CA,南海段二小段,14.2,都市：商,100000,1896,持分移轉,2350000
RPQNMLNKOHOFFAA67CA,萬隆段一小段,1.48,都市：商,10000,22,持分移轉,50000
RPQNMLNKOHOFFAA67CA,萬隆段一小段,0.05,都市：商,10000,22,持分移轉,240000
RPQNMLNKOHOFFAA67CA,萬隆段一小段,0.98,都市：商,10000,22,持分移轉,250000
RPUNMLMKOHOFFAA97CA,華興段一小段,21.77,都市：住,10000,199,持分移轉,100000
RPPNMLTKOHOFFAA18CA,老泉段四小段,1055,都市：農,1,1,全筆移轉,2970000
RPPNMLTKOHOFFAA18CA,老泉段四小段,1044,都市：其他:保護區,1,1,全筆移轉,3070000
RPWNMLLKPHOFFAA18CA,政大段四小段,36.86,都市：住,100000,2274,持分移轉,5890000
RPVNMLLKPHOFFAA08CA,政大段四小段,35.61,都市：住,100000,2197,持分移轉,5890000
RPWNMLLLOHOFFAA18CA,景美段四小段,3.08,都市：商,10000,25,持分移轉,3100000
RPUNMLSKOHOFFAA58CA,興泰段三小段,21.89,都市：住,10000,162,持分移轉,3570000
RPUOMLRKOHOFFAA58CA,政大段一小段,74.1,都市：住,100000,2297,持分移轉,90000
RPVNMLSKOHOFFAA68CA,萬芳段三小段,0.78,都市：住,10000,10,持分移轉,5630000
RPSOMLSKOHOFFAA48CA,景美段四小段,4.92,都市：商,10000,16,持分移轉,1970000
RPPPMLOKOHOFFAA87CA,萬芳段二小段,163.57,都市：住,10000,48,持分移轉,6000000
RPUOMLTKOHOFFAA78CA,興隆段三小段,20.33,都市：住,100000,915,持分移轉,2250000
RPSOMLRKOHOFFAA38CA,興泰段二小段,0.05,都市：其他:交通用地,90000,700,持分移轉,1560000
RPSOMLRKOHOFFAA38CA,興泰段二小段,1.83,都市：其他:交通用地,90000,700,持分移轉,1570000
RPSOMLRKOHOFFAA38CA,興泰段二小段,1.23,都市：其他:交通用地,90000,700,持分移轉,1580000
RPSOMLRKOHOFFAA38CA,興泰段二小段,1.12,都市：其他:交通用地,90000,700,持分移轉,1590000
RPSOMLRKOHOFFAA38CA,興泰段二小段,4.42,都市：其他:交通用地,90000,700,持分移轉,1600000
RPSOMLRKOHOFFAA38CA,興泰段二小段,0.23,都市：其他:交通用地,90000,700,持分移轉,1810000
RPSOMLRKOHOFFAA38CA,興泰段二小段,0.11,都市：其他:交通用地,90000,700,持分移轉,1820000
RPSOMLRKOHOFFAA38CA,興泰段二小段,1.97,都市：其他:交通用地,90000,700,持分移轉,1830000
RPSOMLRKOHOFFAA38CA,興泰段二小段,0.15,都市：其他:交通用地,90000,700,持分移轉,1840000
RPSOMLRKOHOFFAA38CA,興泰段二小段,0.53,都市：其他:交通用地,90000,700,持分移轉,1850000
RPSOMLRKOHOFFAA38CA,興泰段二小段,5.78,都市：其他:交通用地,90000,700,持分移轉,1860000
RPSOMLRKOHOFFAA38CA,興泰段二小段,1.92,都市：其他:交通用地,90000,700,持分移轉,1910000
RPSOMLRKOHOFFAA38CA,興泰段二小段,1.94,都市：其他:交通用地,90000,700,持分移轉,1920000
RPSOMLRKOHOFFAA38CA,興泰段二小段,5,都市：其他:交通用地,90000,700,持分移轉,1930000
RPSOMLRKOHOFFAA38CA,興泰段二小段,7.05,都市：其他:交通用地,90000,700,持分移轉,1950000
RPSOMLRKOHOFFAA38CA,興泰段二小段,0.31,都市：其他:交通用地,90000,700,持分移轉,2220000
RPSNMLRKOHOFFAA28CA,景美段一小段,23.31,都市：商,2000,27,持分移轉,4110000
